#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
G6PC	AGL	9606.ENSP00000253801	9606.ENSP00000294724	0	0	0	0	0	0	0	0.819	0.819
G6PC	SLC37A4	9606.ENSP00000253801	9606.ENSP00000476176	0	0	0	0	0.118	0	0	0.971	0.973
GAA	GLA	9606.ENSP00000305692	9606.ENSP00000218516	0	0	0	0	0.043	0	0.900	0.457	0.943
GALC	ARSA	9606.ENSP00000261304	9606.ENSP00000216124	0	0	0	0	0	0	0.900	0.859	0.985
GALC	GLA	9606.ENSP00000261304	9606.ENSP00000218516	0	0	0	0	0.042	0	0.900	0.771	0.976
GALC	GFAP	9606.ENSP00000261304	9606.ENSP00000253408	0	0	0	0	0	0	0	0.702	0.702
GALC	PSAP	9606.ENSP00000261304	9606.ENSP00000378394	0	0	0	0	0.044	0.602	0	0.851	0.938
GALC	SMPD1	9606.ENSP00000261304	9606.ENSP00000340409	0	0	0	0	0	0	0.900	0.729	0.971
GALC	GBA	9606.ENSP00000261304	9606.ENSP00000314508	0	0	0	0	0.044	0	0.900	0.796	0.978
GARS1	AARS1	9606.ENSP00000373918	9606.ENSP00000261772	0.056	0	0	0	0.527	0.765	0	0.858	0.983
GARS1	MARS1	9606.ENSP00000373918	9606.ENSP00000262027	0.079	0	0	0	0.568	0.179	0	0.803	0.927
GARS1	BSCL2	9606.ENSP00000373918	9606.ENSP00000354032	0	0	0	0	0	0	0	0.768	0.768
GARS1	POLG	9606.ENSP00000373918	9606.ENSP00000399851	0	0	0	0	0.117	0	0	0.706	0.729
GBA	GLA	9606.ENSP00000314508	9606.ENSP00000218516	0	0	0	0	0.138	0	0	0.803	0.823
GBA	CTSD	9606.ENSP00000314508	9606.ENSP00000236671	0	0	0	0	0.260	0	0	0.671	0.746
GBA	GALC	9606.ENSP00000314508	9606.ENSP00000261304	0	0	0	0	0.044	0	0.900	0.796	0.978
GBA	FBXO7	9606.ENSP00000314508	9606.ENSP00000266087	0	0	0	0	0.049	0	0	0.784	0.786
GBA	UCHL1	9606.ENSP00000314508	9606.ENSP00000284440	0	0	0	0	0.103	0	0	0.690	0.710
GBA	LRRK2	9606.ENSP00000314508	9606.ENSP00000298910	0	0	0	0	0.051	0	0	0.922	0.922
GBA	VPS35	9606.ENSP00000314508	9606.ENSP00000299138	0	0	0	0	0.049	0	0	0.755	0.757
GBA	PARK7	9606.ENSP00000314508	9606.ENSP00000340278	0	0	0	0	0.042	0	0	0.744	0.745
GBA	PLA2G6	9606.ENSP00000314508	9606.ENSP00000333142	0	0	0	0	0	0	0	0.751	0.751
GBA	PINK1	9606.ENSP00000314508	9606.ENSP00000364204	0	0	0	0	0.056	0	0	0.756	0.760
GBA	ATP13A2	9606.ENSP00000314508	9606.ENSP00000327214	0	0	0	0	0.060	0	0	0.869	0.871
GBA	PRKN	9606.ENSP00000314508	9606.ENSP00000355865	0	0	0	0	0	0.292	0	0.879	0.911
GBA	SNCA	9606.ENSP00000314508	9606.ENSP00000500990	0	0	0	0	0	0.512	0	0.928	0.963
GBA	SMPD1	9606.ENSP00000314508	9606.ENSP00000340409	0	0	0	0	0.200	0	0.900	0.781	0.980
GBA	PSAP	9606.ENSP00000314508	9606.ENSP00000378394	0	0	0	0	0.085	0.094	0.900	0.910	0.991
GBE1	PYGM	9606.ENSP00000410833	9606.ENSP00000164139	0.115	0.001	0	0	0.806	0.229	0.952	0.758	0.998
GBE1	AGL	9606.ENSP00000410833	9606.ENSP00000294724	0.231	0	0	0	0.623	0	0.900	0.807	0.993
GBE1	GYS1	9606.ENSP00000410833	9606.ENSP00000317904	0	0	0.212	0	0.794	0.779	0.937	0.808	0.999
GDAP1	GJB1	9606.ENSP00000220822	9606.ENSP00000354900	0	0	0	0	0	0	0	0.720	0.720
GDAP1	MTMR2	9606.ENSP00000220822	9606.ENSP00000345752	0	0	0	0	0.049	0	0	0.720	0.722
GDAP1	SBF2	9606.ENSP00000220822	9606.ENSP00000256190	0	0	0	0	0	0	0	0.741	0.741
GDAP1	MFN2	9606.ENSP00000220822	9606.ENSP00000416338	0	0	0	0	0	0.079	0	0.923	0.926
GFAP	PSEN1	9606.ENSP00000253408	9606.ENSP00000326366	0	0	0	0	0	0.292	0	0.595	0.701
GFAP	GALC	9606.ENSP00000253408	9606.ENSP00000261304	0	0	0	0	0	0	0	0.702	0.702
GFAP	TNF	9606.ENSP00000253408	9606.ENSP00000398698	0	0	0	0	0.086	0.091	0	0.674	0.705
GFAP	SOD1	9606.ENSP00000253408	9606.ENSP00000270142	0	0	0	0	0	0	0	0.718	0.718
GFAP	NEFL	9606.ENSP00000253408	9606.ENSP00000482169	0	0	0	0.867	0.191	0.635	0	0.148	0.726
GFAP	PLP1	9606.ENSP00000253408	9606.ENSP00000481006	0	0	0	0	0.296	0.087	0	0.623	0.737
GFAP	MAPT	9606.ENSP00000253408	9606.ENSP00000340820	0	0	0	0	0.216	0.187	0	0.630	0.743
GFAP	APP	9606.ENSP00000253408	9606.ENSP00000284981	0	0	0	0	0.067	0.087	0	0.753	0.772
GFAP	IL6	9606.ENSP00000253408	9606.ENSP00000385675	0	0	0	0	0.080	0	0	0.772	0.782
GFAP	IL1B	9606.ENSP00000253408	9606.ENSP00000263341	0	0	0	0	0.067	0	0	0.815	0.820
GJB1	GDAP1	9606.ENSP00000354900	9606.ENSP00000220822	0	0	0	0	0	0	0	0.720	0.720
GJB1	EGR2	9606.ENSP00000354900	9606.ENSP00000242480	0	0	0	0	0	0	0	0.870	0.870
GJB1	PMP22	9606.ENSP00000354900	9606.ENSP00000308937	0	0	0	0	0.060	0	0	0.941	0.942
GJB1	MTMR2	9606.ENSP00000354900	9606.ENSP00000345752	0	0	0	0	0	0	0	0.749	0.749
GJB1	NEFL	9606.ENSP00000354900	9606.ENSP00000482169	0	0	0	0	0.062	0	0	0.696	0.702
GLA	ARSA	9606.ENSP00000218516	9606.ENSP00000216124	0	0	0	0	0.052	0	0.900	0.753	0.974
GLA	SMPD1	9606.ENSP00000218516	9606.ENSP00000340409	0	0	0	0	0	0	0	0.703	0.703
GLA	PSAP	9606.ENSP00000218516	9606.ENSP00000378394	0	0	0	0	0.081	0	0	0.767	0.776
GLA	GBA	9606.ENSP00000218516	9606.ENSP00000314508	0	0	0	0	0.138	0	0	0.803	0.823
GLA	HEXA	9606.ENSP00000218516	9606.ENSP00000455114	0	0	0	0	0.101	0	0.900	0.383	0.939
GLA	HEXB	9606.ENSP00000218516	9606.ENSP00000261416	0	0	0	0	0.190	0	0.900	0.336	0.941
GLA	GAA	9606.ENSP00000218516	9606.ENSP00000305692	0	0	0	0	0.043	0	0.900	0.457	0.943
GLA	GALC	9606.ENSP00000218516	9606.ENSP00000261304	0	0	0	0	0.042	0	0.900	0.771	0.976
GNE	AGL	9606.ENSP00000379839	9606.ENSP00000294724	0.195	0	0	0	0.049	0	0.809	0.089	0.849
GNE	ATP7A	9606.ENSP00000379839	9606.ENSP00000345728	0.057	0	0	0	0.049	0	0	0.757	0.763
GNE	SLC17A5	9606.ENSP00000379839	9606.ENSP00000348019	0	0	0	0	0.060	0	0	0.848	0.851
GRN	FUS	9606.ENSP00000053867	9606.ENSP00000254108	0	0	0	0	0.054	0	0	0.696	0.700
GRN	VCP	9606.ENSP00000053867	9606.ENSP00000351777	0	0	0	0	0.075	0.127	0	0.729	0.762
GRN	PSAP	9606.ENSP00000053867	9606.ENSP00000378394	0	0	0	0	0.435	0.436	0	0.586	0.856
GRN	CTSD	9606.ENSP00000053867	9606.ENSP00000236671	0	0	0	0	0.640	0.292	0	0.517	0.866
GRN	MAPT	9606.ENSP00000053867	9606.ENSP00000340820	0	0	0	0	0	0	0	0.885	0.885
GRN	C9orf72	9606.ENSP00000053867	9606.ENSP00000482753	0	0	0	0	0	0	0	0.887	0.887
GRN	TARDBP	9606.ENSP00000053867	9606.ENSP00000240185	0	0	0	0	0.044	0	0	0.958	0.958
GYS1	PYGM	9606.ENSP00000317904	9606.ENSP00000164139	0.057	0	0	0	0.600	0.045	0	0.784	0.912
GYS1	PRKAG2	9606.ENSP00000317904	9606.ENSP00000287878	0	0	0	0	0.086	0	0.900	0.463	0.946
GYS1	AGL	9606.ENSP00000317904	9606.ENSP00000294724	0.090	0	0	0	0.423	0.078	0.387	0.841	0.944
GYS1	NHLRC1	9606.ENSP00000317904	9606.ENSP00000345464	0	0	0	0	0	0.510	0.400	0.877	0.960
GYS1	EPM2A	9606.ENSP00000317904	9606.ENSP00000356489	0	0	0	0	0	0.324	0.500	0.906	0.965
GYS1	GBE1	9606.ENSP00000317904	9606.ENSP00000410833	0	0	0.212	0	0.794	0.779	0.937	0.808	0.999
HEXA	GLA	9606.ENSP00000455114	9606.ENSP00000218516	0	0	0	0	0.101	0	0.900	0.383	0.939
HEXA	HEXB	9606.ENSP00000455114	9606.ENSP00000261416	0	0	0.064	0.952	0.183	0.979	0.900	0.067	0.998
HEXB	GLA	9606.ENSP00000261416	9606.ENSP00000218516	0	0	0	0	0.190	0	0.900	0.336	0.941
HEXB	HEXA	9606.ENSP00000261416	9606.ENSP00000455114	0	0	0.064	0.952	0.183	0.979	0.900	0.067	0.998
HSPB1	MAPT	9606.ENSP00000248553	9606.ENSP00000340820	0	0	0	0	0.042	0.292	0	0.603	0.707
HSPB1	STAT3	9606.ENSP00000248553	9606.ENSP00000264657	0	0	0	0	0.113	0.297	0	0.700	0.797
HSPB1	SNCA	9606.ENSP00000248553	9606.ENSP00000500990	0	0	0	0	0.042	0.591	0	0.655	0.853
HSPB1	TP53	9606.ENSP00000248553	9606.ENSP00000269305	0	0	0	0	0	0.776	0	0.809	0.955
IL10	TGFB1	9606.ENSP00000412237	9606.ENSP00000221930	0	0	0	0	0	0	0.400	0.891	0.932
IL10	MPO	9606.ENSP00000412237	9606.ENSP00000225275	0	0	0	0	0	0	0	0.771	0.771
IL10	APOE	9606.ENSP00000412237	9606.ENSP00000252486	0	0	0	0	0.087	0	0	0.720	0.734
IL10	IL1B	9606.ENSP00000412237	9606.ENSP00000263341	0	0	0	0	0.409	0	0.400	0.978	0.991
IL10	STAT3	9606.ENSP00000412237	9606.ENSP00000264657	0	0	0	0	0.057	0.301	0.500	0.916	0.968
IL10	TP53	9606.ENSP00000412237	9606.ENSP00000269305	0	0	0	0	0.082	0	0	0.746	0.756
IL10	NOS3	9606.ENSP00000412237	9606.ENSP00000297494	0	0	0	0	0.044	0	0	0.700	0.701
IL10	NOD2	9606.ENSP00000412237	9606.ENSP00000300589	0	0	0	0	0.063	0	0	0.694	0.701
IL10	PTEN	9606.ENSP00000412237	9606.ENSP00000361021	0	0	0	0	0.067	0	0	0.709	0.717
IL10	IL6	9606.ENSP00000412237	9606.ENSP00000385675	0	0	0	0	0.130	0	0.800	0.988	0.997
IL10	TNF	9606.ENSP00000412237	9606.ENSP00000398698	0	0	0	0	0.234	0	0.400	0.984	0.992
IL10	CTLA4	9606.ENSP00000412237	9606.ENSP00000497102	0	0	0	0	0.119	0	0	0.915	0.922
IL1B	TGFB1	9606.ENSP00000263341	9606.ENSP00000221930	0	0	0	0	0.140	0	0	0.924	0.932
IL1B	MPO	9606.ENSP00000263341	9606.ENSP00000225275	0	0	0	0	0.098	0	0	0.851	0.860
IL1B	APOE	9606.ENSP00000263341	9606.ENSP00000252486	0	0	0	0	0.087	0	0	0.839	0.846
IL1B	GFAP	9606.ENSP00000263341	9606.ENSP00000253408	0	0	0	0	0.067	0	0	0.815	0.820
IL1B	TP53	9606.ENSP00000263341	9606.ENSP00000269305	0	0	0	0	0	0	0	0.718	0.718
IL1B	PTEN	9606.ENSP00000263341	9606.ENSP00000361021	0	0	0	0	0.043	0	0	0.738	0.738
IL1B	CYBB	9606.ENSP00000263341	9606.ENSP00000367851	0	0	0	0	0.181	0	0	0.702	0.746
IL1B	PLAU	9606.ENSP00000263341	9606.ENSP00000361850	0	0	0	0	0.197	0	0	0.720	0.765
IL1B	APP	9606.ENSP00000263341	9606.ENSP00000284981	0	0	0	0	0.042	0	0	0.828	0.828
IL1B	UMOD	9606.ENSP00000263341	9606.ENSP00000379438	0	0	0	0	0.057	0	0	0.848	0.850
IL1B	NOD2	9606.ENSP00000263341	9606.ENSP00000300589	0	0	0	0	0.199	0	0	0.839	0.866
IL1B	STAT3	9606.ENSP00000263341	9606.ENSP00000264657	0	0	0	0	0.069	0	0.500	0.877	0.938
IL1B	IL10	9606.ENSP00000263341	9606.ENSP00000412237	0	0	0	0	0.409	0	0.400	0.978	0.991
IL1B	IL6	9606.ENSP00000263341	9606.ENSP00000385675	0	0	0	0	0.515	0	0.400	0.989	0.996
IL1B	NLRP3	9606.ENSP00000263341	9606.ENSP00000337383	0	0	0	0	0.339	0.312	0.900	0.947	0.997
IL1B	TNF	9606.ENSP00000263341	9606.ENSP00000398698	0	0	0	0	0.616	0	0.400	0.993	0.998
IL6	TGFB1	9606.ENSP00000385675	9606.ENSP00000221930	0	0	0	0	0.106	0	0.400	0.932	0.960
IL6	MPO	9606.ENSP00000385675	9606.ENSP00000225275	0	0	0	0	0.087	0	0	0.865	0.872
IL6	APOE	9606.ENSP00000385675	9606.ENSP00000252486	0	0	0	0	0	0	0	0.835	0.835
IL6	GFAP	9606.ENSP00000385675	9606.ENSP00000253408	0	0	0	0	0.080	0	0	0.772	0.782
IL6	VWF	9606.ENSP00000385675	9606.ENSP00000261405	0	0	0	0	0	0	0	0.716	0.716
IL6	IL1B	9606.ENSP00000385675	9606.ENSP00000263341	0	0	0	0	0.515	0	0.400	0.989	0.996
IL6	STAT3	9606.ENSP00000385675	9606.ENSP00000264657	0	0	0	0	0.102	0.095	0.500	0.965	0.984
IL6	TP53	9606.ENSP00000385675	9606.ENSP00000269305	0	0	0	0	0	0	0	0.777	0.777
IL6	CSF1R	9606.ENSP00000385675	9606.ENSP00000286301	0	0	0	0	0.100	0	0	0.764	0.779
IL6	ACE	9606.ENSP00000385675	9606.ENSP00000290866	0	0	0	0	0	0	0	0.776	0.776
IL6	NOS3	9606.ENSP00000385675	9606.ENSP00000297494	0	0	0	0	0.042	0	0	0.718	0.718
IL6	NOD2	9606.ENSP00000385675	9606.ENSP00000300589	0	0	0	0	0.097	0	0	0.793	0.805
IL6	NLRP3	9606.ENSP00000385675	9606.ENSP00000337383	0	0	0	0	0.155	0	0	0.841	0.860
IL6	PLAU	9606.ENSP00000385675	9606.ENSP00000361850	0	0	0	0	0.140	0	0	0.736	0.763
IL6	CYBB	9606.ENSP00000385675	9606.ENSP00000367851	0	0	0	0	0.093	0	0	0.691	0.708
IL6	CTLA4	9606.ENSP00000385675	9606.ENSP00000497102	0	0	0	0	0.084	0	0	0.806	0.815
IL6	TNF	9606.ENSP00000385675	9606.ENSP00000398698	0	0	0	0	0.261	0	0.400	0.989	0.994
IL6	IL10	9606.ENSP00000385675	9606.ENSP00000412237	0	0	0	0	0.130	0	0.800	0.988	0.997
KIF1B	MFN2	9606.ENSP00000263934	9606.ENSP00000416338	0	0	0	0	0.102	0	0	0.822	0.833
LAMP2	NAGLU	9606.ENSP00000408411	9606.ENSP00000225927	0	0	0	0	0.044	0	0	0.749	0.749
LAMP2	FIG4	9606.ENSP00000408411	9606.ENSP00000230124	0	0	0	0	0.063	0	0	0.819	0.823
LAMP2	CTSD	9606.ENSP00000408411	9606.ENSP00000236671	0	0	0	0	0.110	0.107	0	0.839	0.861
LAMP2	UCHL1	9606.ENSP00000408411	9606.ENSP00000284440	0	0	0	0	0.042	0.532	0	0.394	0.704
LAMP2	PRKAG2	9606.ENSP00000408411	9606.ENSP00000287878	0	0	0	0	0.048	0	0	0.816	0.818
LAMP2	SQSTM1	9606.ENSP00000408411	9606.ENSP00000374455	0	0	0	0	0.056	0.292	0	0.867	0.903
LAMP2	SNCA	9606.ENSP00000408411	9606.ENSP00000500990	0	0	0	0	0.069	0.309	0	0.588	0.712
LIPA	CYP27A1	9606.ENSP00000337354	9606.ENSP00000258415	0	0	0	0	0.085	0.068	0.800	0.309	0.866
LIPA	NPC2	9606.ENSP00000337354	9606.ENSP00000451206	0	0	0	0	0.213	0	0	0.645	0.709
LIPA	ABCA1	9606.ENSP00000337354	9606.ENSP00000363868	0	0	0	0	0.063	0.041	0	0.730	0.736
LMNA	PRKAG2	9606.ENSP00000357283	9606.ENSP00000287878	0	0	0	0	0	0	0	0.752	0.752
LMNA	BSCL2	9606.ENSP00000357283	9606.ENSP00000354032	0	0	0	0	0.056	0	0	0.803	0.806
LRP5	APOE	9606.ENSP00000294304	9606.ENSP00000252486	0	0	0	0	0	0	0	0.736	0.736
LRP5	LRRK2	9606.ENSP00000294304	9606.ENSP00000298910	0	0	0	0	0	0	0.720	0.096	0.736
LRRK2	TARDBP	9606.ENSP00000298910	9606.ENSP00000240185	0	0	0	0	0.087	0.314	0	0.698	0.794
LRRK2	FBXO7	9606.ENSP00000298910	9606.ENSP00000266087	0	0	0	0	0.047	0.091	0	0.808	0.819
LRRK2	TP53	9606.ENSP00000298910	9606.ENSP00000269305	0	0	0	0	0.051	0.625	0	0.325	0.738
LRRK2	SLC6A3	9606.ENSP00000298910	9606.ENSP00000270349	0	0	0	0	0	0	0	0.749	0.749
LRRK2	UCHL1	9606.ENSP00000298910	9606.ENSP00000284440	0	0	0	0	0	0.306	0	0.784	0.844
LRRK2	LRP5	9606.ENSP00000298910	9606.ENSP00000294304	0	0	0	0	0	0	0.720	0.096	0.736
LRRK2	DYNC1H1	9606.ENSP00000298910	9606.ENSP00000348965	0	0	0	0	0	0.543	0	0.443	0.735
LRRK2	MFN2	9606.ENSP00000298910	9606.ENSP00000416338	0	0	0	0	0.054	0.292	0	0.639	0.737
LRRK2	SYNJ1	9606.ENSP00000298910	9606.ENSP00000409667	0	0	0	0	0.068	0.510	0	0.599	0.800
LRRK2	SQSTM1	9606.ENSP00000298910	9606.ENSP00000374455	0	0	0	0	0.052	0.539	0	0.603	0.811
LRRK2	ATP13A2	9606.ENSP00000298910	9606.ENSP00000327214	0	0	0	0	0	0.071	0	0.843	0.848
LRRK2	VPS35	9606.ENSP00000298910	9606.ENSP00000299138	0	0	0	0	0	0.331	0	0.862	0.904
LRRK2	GBA	9606.ENSP00000298910	9606.ENSP00000314508	0	0	0	0	0.051	0	0	0.922	0.922
LRRK2	MAPT	9606.ENSP00000298910	9606.ENSP00000340820	0	0	0	0	0	0.628	0	0.826	0.932
LRRK2	PINK1	9606.ENSP00000298910	9606.ENSP00000364204	0	0	0	0	0.048	0.046	0	0.954	0.955
LRRK2	SNCA	9606.ENSP00000298910	9606.ENSP00000500990	0	0	0	0	0.071	0.512	0	0.973	0.986
LRRK2	PRKN	9606.ENSP00000298910	9606.ENSP00000355865	0	0	0	0	0.066	0.299	0	0.981	0.986
LRRK2	PARK7	9606.ENSP00000298910	9606.ENSP00000340278	0	0	0	0	0	0.294	0	0.984	0.988
MAPT	GRN	9606.ENSP00000340820	9606.ENSP00000053867	0	0	0	0	0	0	0	0.885	0.885
MAPT	TARDBP	9606.ENSP00000340820	9606.ENSP00000240185	0	0	0	0	0	0.049	0	0.970	0.970
MAPT	HSPB1	9606.ENSP00000340820	9606.ENSP00000248553	0	0	0	0	0.042	0.292	0	0.603	0.707
MAPT	APOE	9606.ENSP00000340820	9606.ENSP00000252486	0	0	0	0	0.044	0.701	0	0.973	0.991
MAPT	GFAP	9606.ENSP00000340820	9606.ENSP00000253408	0	0	0	0	0.216	0.187	0	0.630	0.743
MAPT	FUS	9606.ENSP00000340820	9606.ENSP00000254108	0	0	0	0	0	0.295	0	0.888	0.918
MAPT	UCHL1	9606.ENSP00000340820	9606.ENSP00000284440	0	0	0	0	0.087	0.095	0	0.690	0.721
MAPT	APP	9606.ENSP00000340820	9606.ENSP00000284981	0	0	0	0	0	0.697	0	0.985	0.995
MAPT	LRRK2	9606.ENSP00000340820	9606.ENSP00000298910	0	0	0	0	0	0.628	0	0.826	0.932
MAPT	BACE1	9606.ENSP00000340820	9606.ENSP00000318585	0	0	0	0	0.067	0	0	0.764	0.770
MAPT	PSEN1	9606.ENSP00000340820	9606.ENSP00000326366	0	0	0	0	0	0.287	0	0.933	0.950
MAPT	ATP13A2	9606.ENSP00000340820	9606.ENSP00000327214	0	0	0	0	0	0.053	0	0.721	0.724
MAPT	PARK7	9606.ENSP00000340820	9606.ENSP00000340278	0	0	0	0	0	0	0	0.772	0.772
MAPT	VCP	9606.ENSP00000340820	9606.ENSP00000351777	0	0	0	0	0	0.095	0	0.696	0.713
MAPT	TREM2	9606.ENSP00000340820	9606.ENSP00000362205	0	0	0.231	0	0	0	0	0.668	0.733
MAPT	PINK1	9606.ENSP00000340820	9606.ENSP00000364204	0	0	0	0	0.060	0	0	0.751	0.756
MAPT	NEFL	9606.ENSP00000340820	9606.ENSP00000482169	0	0	0	0	0.128	0.108	0	0.761	0.797
MAPT	DCTN1	9606.ENSP00000340820	9606.ENSP00000354791	0	0	0	0	0.055	0.642	0	0.502	0.817
MAPT	SQSTM1	9606.ENSP00000340820	9606.ENSP00000374455	0	0	0	0	0	0.510	0	0.683	0.838
MAPT	C9orf72	9606.ENSP00000340820	9606.ENSP00000482753	0	0	0	0	0	0	0	0.851	0.851
MAPT	PSEN2	9606.ENSP00000340820	9606.ENSP00000355747	0	0	0	0	0.044	0	0	0.883	0.883
MAPT	PRNP	9606.ENSP00000340820	9606.ENSP00000399376	0	0	0	0	0	0.333	0	0.833	0.884
MAPT	PRKN	9606.ENSP00000340820	9606.ENSP00000355865	0	0	0	0	0.074	0.623	0	0.789	0.920
MAPT	SNCA	9606.ENSP00000340820	9606.ENSP00000500990	0	0	0	0	0.079	0.817	0	0.970	0.994
MARS1	AARS1	9606.ENSP00000262027	9606.ENSP00000261772	0.112	0	0	0	0.404	0	0	0.849	0.913
MARS1	GARS1	9606.ENSP00000262027	9606.ENSP00000373918	0.079	0	0	0	0.568	0.179	0	0.803	0.927
MFN2	GDAP1	9606.ENSP00000416338	9606.ENSP00000220822	0	0	0	0	0	0.079	0	0.923	0.926
MFN2	KIF1B	9606.ENSP00000416338	9606.ENSP00000263934	0	0	0	0	0.102	0	0	0.822	0.833
MFN2	LRRK2	9606.ENSP00000416338	9606.ENSP00000298910	0	0	0	0	0.054	0.292	0	0.639	0.737
MFN2	NLRP3	9606.ENSP00000416338	9606.ENSP00000337383	0	0	0	0	0	0.068	0	0.892	0.895
MFN2	PARK7	9606.ENSP00000416338	9606.ENSP00000340278	0	0	0	0	0.067	0	0	0.716	0.724
MFN2	VCP	9606.ENSP00000416338	9606.ENSP00000351777	0	0	0	0	0.082	0.678	0	0.399	0.807
MFN2	PRKN	9606.ENSP00000416338	9606.ENSP00000355865	0	0	0	0	0.042	0.918	0.900	0.938	0.999
MFN2	PINK1	9606.ENSP00000416338	9606.ENSP00000364204	0	0	0	0	0.100	0.584	0.900	0.991	0.999
MFN2	DNM2	9606.ENSP00000416338	9606.ENSP00000373905	0	0	0	0	0.103	0.307	0	0.756	0.835
MFN2	SQSTM1	9606.ENSP00000416338	9606.ENSP00000374455	0	0	0	0	0.044	0.129	0.800	0.692	0.941
MPO	CYBB	9606.ENSP00000225275	9606.ENSP00000367851	0	0.002	0	0	0.122	0.053	0	0.742	0.767
MPO	IL10	9606.ENSP00000225275	9606.ENSP00000412237	0	0	0	0	0	0	0	0.771	0.771
MPO	TNF	9606.ENSP00000225275	9606.ENSP00000398698	0	0	0	0	0.097	0	0	0.822	0.832
MPO	IL1B	9606.ENSP00000225275	9606.ENSP00000263341	0	0	0	0	0.098	0	0	0.851	0.860
MPO	IL6	9606.ENSP00000225275	9606.ENSP00000385675	0	0	0	0	0.087	0	0	0.865	0.872
MT-ND1	PARK7	9606.ENSP00000354687	9606.ENSP00000340278	0.057	0	0	0	0.067	0.510	0	0.500	0.755
MT-ND1	PINK1	9606.ENSP00000354687	9606.ENSP00000364204	0	0	0	0	0	0	0.650	0.557	0.838
MTHFR	APOE	9606.ENSP00000365770	9606.ENSP00000252486	0	0	0	0	0	0	0	0.843	0.843
MTHFR	ACE	9606.ENSP00000365770	9606.ENSP00000290866	0	0	0	0	0	0	0	0.818	0.818
MTMR2	GDAP1	9606.ENSP00000345752	9606.ENSP00000220822	0	0	0	0	0.049	0	0	0.720	0.722
MTMR2	FIG4	9606.ENSP00000345752	9606.ENSP00000230124	0	0	0	0	0.049	0	0.900	0.770	0.976
MTMR2	SBF2	9606.ENSP00000345752	9606.ENSP00000256190	0	0	0	0.654	0.044	0.686	0.700	0.919	0.991
MTMR2	PMP22	9606.ENSP00000345752	9606.ENSP00000308937	0	0	0	0	0	0	0	0.723	0.723
MTMR2	GJB1	9606.ENSP00000345752	9606.ENSP00000354900	0	0	0	0	0	0	0	0.749	0.749
MTMR2	NEFL	9606.ENSP00000345752	9606.ENSP00000482169	0	0	0	0	0	0.292	0	0.873	0.906
NAGLU	LAMP2	9606.ENSP00000225927	9606.ENSP00000408411	0	0	0	0	0.044	0	0	0.749	0.749
NCF2	CYBA	9606.ENSP00000356505	9606.ENSP00000261623	0	0	0	0	0.145	0.292	0.900	0.999	0.999
NCF2	CYBB	9606.ENSP00000356505	9606.ENSP00000367851	0	0	0	0	0.355	0.292	0.900	0.999	0.999
NDRG1	TP53	9606.ENSP00000404854	9606.ENSP00000269305	0	0	0	0	0	0	0.750	0.459	0.859
NEFL	TARDBP	9606.ENSP00000482169	9606.ENSP00000240185	0	0	0	0	0.056	0.073	0	0.781	0.791
NEFL	GFAP	9606.ENSP00000482169	9606.ENSP00000253408	0	0	0	0.867	0.191	0.635	0	0.148	0.726
NEFL	SOD1	9606.ENSP00000482169	9606.ENSP00000270142	0	0	0	0	0.042	0.045	0.900	0.775	0.976
NEFL	APP	9606.ENSP00000482169	9606.ENSP00000284981	0	0	0	0	0.070	0.415	0	0.765	0.861
NEFL	MAPT	9606.ENSP00000482169	9606.ENSP00000340820	0	0	0	0	0.128	0.108	0	0.761	0.797
NEFL	MTMR2	9606.ENSP00000482169	9606.ENSP00000345752	0	0	0	0	0	0.292	0	0.873	0.906
NEFL	GJB1	9606.ENSP00000482169	9606.ENSP00000354900	0	0	0	0	0.062	0	0	0.696	0.702
NHLRC1	AGL	9606.ENSP00000345464	9606.ENSP00000294724	0	0	0	0	0.052	0.292	0	0.871	0.905
NHLRC1	GYS1	9606.ENSP00000345464	9606.ENSP00000317904	0	0	0	0	0	0.510	0.400	0.877	0.960
NHLRC1	EPM2A	9606.ENSP00000345464	9606.ENSP00000356489	0	0	0	0	0	0.879	0.400	0.999	0.999
NLRP3	IL1B	9606.ENSP00000337383	9606.ENSP00000263341	0	0	0	0	0.339	0.312	0.900	0.947	0.997
NLRP3	IL6	9606.ENSP00000337383	9606.ENSP00000385675	0	0	0	0	0.155	0	0	0.841	0.860
NLRP3	TNF	9606.ENSP00000337383	9606.ENSP00000398698	0	0	0	0	0.244	0	0	0.835	0.869
NLRP3	MFN2	9606.ENSP00000337383	9606.ENSP00000416338	0	0	0	0	0	0.068	0	0.892	0.895
NOD2	IL1B	9606.ENSP00000300589	9606.ENSP00000263341	0	0	0	0	0.199	0	0	0.839	0.866
NOD2	IL10	9606.ENSP00000300589	9606.ENSP00000412237	0	0	0	0	0.063	0	0	0.694	0.701
NOD2	IL6	9606.ENSP00000300589	9606.ENSP00000385675	0	0	0	0	0.097	0	0	0.793	0.805
NOD2	TNF	9606.ENSP00000300589	9606.ENSP00000398698	0	0	0	0	0.204	0	0	0.822	0.852
NOS3	APOE	9606.ENSP00000297494	9606.ENSP00000252486	0	0	0	0	0.044	0.292	0	0.697	0.777
NOS3	VWF	9606.ENSP00000297494	9606.ENSP00000261405	0	0	0	0	0.164	0	0	0.784	0.811
